country_name,country_code,epi_week_start,Other,VOC_Alpha,VOC_Delta,VOC_Omicron,VOC_Beta,VOC_Gamma,VOI_Lambda,VOI_Mu
Afghanistan,AFG,2020-05-25,2,0,0,0,0,0,0,0
Afghanistan,AFG,2020-06-01,3,0,0,0,0,0,0,0
Afghanistan,AFG,2020-06-08,2,0,0,0,0,0,0,0
Afghanistan,AFG,2020-06-15,1,0,0,0,0,0,0,0
Afghanistan,AFG,2021-01-18,8,0,0,0,0,0,0,0
Afghanistan,AFG,2021-03-15,0,1,0,0,0,0,0,0
Afghanistan,AFG,2021-03-22,0,2,0,0,0,0,0,0
Afghanistan,AFG,2021-04-05,1,4,0,0,0,0,0,0
Afghanistan,AFG,2021-04-12,2,0,0,0,0,0,0,0
Afghanistan,AFG,2021-04-19,3,3,0,0,0,0,0,0
Afghanistan,AFG,2021-04-26,0,6,1,0,0,0,0,0
Afghanistan,AFG,2021-05-03,0,7,15,0,0,0,0,0
Afghanistan,AFG,2021-05-10,0,16,1,0,0,0,0,0
Afghanistan,AFG,2021-05-17,0,11,1,0,0,0,0,0
Afghanistan,AFG,2021-05-24,0,2,1,0,0,0,0,0
Albania,ALB,2020-08-31,1,0,0,0,0,0,0,0
Albania,ALB,2020-12-07,0,2,0,0,0,0,0,0
Albania,ALB,2020-12-14,0,1,0,0,0,0,0,0
Albania,ALB,2020-12-28,0,3,0,0,0,0,0,0
Albania,ALB,2021-01-04,0,3,0,0,0,0,0,0
Albania,ALB,2021-01-11,0,4,0,0,0,0,0,0
Albania,ALB,2021-01-18,1,3,0,0,0,0,0,0
Albania,ALB,2021-01-25,0,9,0,0,0,0,0,0
Albania,ALB,2021-03-01,0,1,0,0,0,0,0,0
Albania,ALB,2021-03-08,0,2,0,0,0,0,0,0
Albania,ALB,2021-06-14,0,0,2,0,0,0,0,0
Albania,ALB,2021-07-05,0,0,7,0,0,0,0,0
Albania,ALB,2021-07-12,0,1,2,0,0,0,0,0
Albania,ALB,2021-11-01,0,0,3,0,0,0,0,0
Albania,ALB,2021-11-08,0,0,5,0,0,0,0,0
Albania,ALB,2021-11-15,0,0,1,0,0,0,0,0
Albania,ALB,2021-11-22,0,0,1,0,0,0,0,0
Albania,ALB,2021-11-29,0,0,1,0,0,0,0,0
Albania,ALB,2021-12-06,0,0,1,0,0,0,0,0
Albania,ALB,2021-12-13,0,0,1,0,0,0,0,0
Algeria,DZA,2020-03-02,3,0,0,0,0,0,0,0
Algeria,DZA,2020-06-01,1,0,0,0,0,0,0,0
Algeria,DZA,2020-06-08,1,0,0,0,0,0,0,0
Algeria,DZA,2020-06-15,9,0,0,0,0,0,0,0
Algeria,DZA,2020-06-22,2,0,0,0,0,0,0,0
Algeria,DZA,2020-06-29,1,0,0,0,0,0,0,0
Algeria,DZA,2020-07-13,1,0,0,0,0,0,0,0
Algeria,DZA,2021-01-18,1,0,0,0,0,0,0,0
Algeria,DZA,2021-03-15,1,0,0,0,0,0,0,0
Algeria,DZA,2021-04-12,1,1,0,0,0,0,0,0
Algeria,DZA,2021-05-10,0,0,3,0,0,0,0,0
Algeria,DZA,2021-05-31,0,2,0,0,0,0,0,0
Algeria,DZA,2021-06-14,1,2,4,0,0,0,0,0
Algeria,DZA,2021-06-21,0,0,7,0,0,0,0,0
Algeria,DZA,2021-06-28,0,0,1,0,0,0,0,0
Algeria,DZA,2021-07-05,2,1,1,0,0,0,0,0
Algeria,DZA,2021-07-12,1,3,2,0,0,0,0,0
Algeria,DZA,2021-07-19,0,1,1,0,0,0,0,0
Algeria,DZA,2021-07-26,0,1,3,0,0,0,0,0
Algeria,DZA,2021-08-09,0,0,2,0,0,0,0,0
Algeria,DZA,2021-08-30,0,0,2,0,0,0,0,0
Algeria,DZA,2021-09-06,0,0,5,0,0,0,0,0
Algeria,DZA,2021-09-13,0,0,1,0,0,0,0,0
Algeria,DZA,2021-11-15,0,0,3,0,0,0,0,0
Algeria,DZA,2021-11-29,0,0,0,1,0,0,0,0
Algeria,DZA,2021-12-06,0,0,0,1,0,0,0,0
American Samoa,ASM,2021-09-13,0,0,1,0,0,0,0,0
American Samoa,ASM,2021-09-27,0,0,2,0,0,0,0,0
American Samoa,ASM,2021-11-01,0,0,1,0,0,0,0,0
American Samoa,ASM,2021-11-29,0,0,1,0,0,0,0,0
American Samoa,ASM,2021-12-06,0,0,0,1,0,0,0,0
American Samoa,ASM,2022-01-10,0,0,0,5,0,0,0,0
Andorra,AND,2020-03-09,1,0,0,0,0,0,0,0
Andorra,AND,2021-06-07,0,2,0,0,0,0,0,0
Andorra,AND,2021-06-21,0,3,0,0,0,0,0,0
Andorra,AND,2021-06-28,0,2,0,0,0,0,0,0
Andorra,AND,2021-07-05,0,0,5,0,0,0,0,0
Andorra,AND,2021-07-12,0,0,8,0,1,0,0,0
Andorra,AND,2021-07-19,0,0,1,0,1,0,0,0
Andorra,AND,2021-08-02,0,0,1,0,0,0,0,0
Andorra,AND,2021-08-09,0,0,1,0,0,0,0,0
Andorra,AND,2021-08-23,0,0,1,0,0,0,0,0
Andorra,AND,2021-08-30,0,0,2,0,0,0,0,0
Andorra,AND,2021-09-06,0,0,1,0,0,0,0,0
Andorra,AND,2021-09-20,0,0,1,0,0,0,0,0
Andorra,AND,2021-09-27,0,0,2,0,0,0,0,0
Andorra,AND,2021-10-04,0,0,2,0,0,0,0,0
Andorra,AND,2021-10-11,0,0,1,0,0,0,0,0
Andorra,AND,2021-10-18,0,0,1,0,0,0,0,0
Andorra,AND,2021-11-22,0,0,3,0,0,0,0,0
Andorra,AND,2021-11-29,0,0,3,0,0,0,0,0
Andorra,AND,2021-12-06,0,0,9,0,0,0,0,0
Andorra,AND,2021-12-13,0,0,3,1,0,0,0,0
Andorra,AND,2021-12-20,0,0,8,3,0,0,0,0
Andorra,AND,2021-12-27,0,0,5,10,0,0,0,0
Andorra,AND,2022-01-03,0,0,2,12,0,0,0,0
Andorra,AND,2022-01-10,0,0,0,6,0,0,0,0
Andorra,AND,2022-01-17,0,0,0,16,0,0,0,0
Andorra,AND,2022-01-24,0,0,0,5,0,0,0,0
Andorra,AND,2022-01-31,0,0,0,5,0,0,0,0
Angola,AGO,2020-06-22,3,0,0,0,0,0,0,0
Angola,AGO,2020-08-24,0,0,0,0,1,0,0,0
Angola,AGO,2020-09-21,2,0,0,0,6,0,0,0
Angola,AGO,2020-09-28,3,0,0,0,4,0,0,0
Angola,AGO,2020-10-05,3,0,0,0,11,0,0,0
Angola,AGO,2020-10-12,0,0,0,0,7,0,0,0
Angola,AGO,2020-11-30,0,0,0,0,4,0,0,0
Angola,AGO,2020-12-07,36,0,0,0,35,0,0,0
Angola,AGO,2020-12-28,5,0,0,0,0,0,0,0
Angola,AGO,2021-01-04,15,0,0,0,0,0,0,0
Angola,AGO,2021-01-11,21,2,0,0,1,0,0,0
Angola,AGO,2021-01-18,24,1,0,0,0,0,0,0
Angola,AGO,2021-01-25,18,3,0,0,4,0,0,0
Angola,AGO,2021-02-01,9,0,0,0,7,0,0,0
Angola,AGO,2021-02-08,12,1,0,0,7,0,0,0
Angola,AGO,2021-02-15,9,0,0,0,9,0,0,0
Angola,AGO,2021-02-22,29,2,0,0,6,0,0,0
Angola,AGO,2021-03-01,40,3,0,0,29,0,0,0
Angola,AGO,2021-03-08,36,6,0,0,16,0,0,0
Angola,AGO,2021-03-15,13,6,0,0,23,0,0,0
Angola,AGO,2021-03-22,34,8,0,0,20,1,0,0
Angola,AGO,2021-03-29,28,24,0,0,6,0,0,0
Angola,AGO,2021-04-05,7,3,0,0,4,0,0,0
Angola,AGO,2021-04-12,28,15,2,0,17,0,0,0
Angola,AGO,2021-04-19,4,4,1,0,11,0,0,0
Angola,AGO,2021-04-26,1,6,0,0,5,0,0,0
Angola,AGO,2021-05-03,0,0,4,0,0,0,0,0
Angola,AGO,2021-05-10,1,0,0,0,0,0,0,0
Angola,AGO,2021-05-24,0,7,0,0,0,0,0,0
Angola,AGO,2021-05-31,0,9,0,0,3,0,0,0
Angola,AGO,2021-06-07,0,8,0,0,2,0,0,0
Angola,AGO,2021-06-14,1,25,5,0,12,0,0,0
Angola,AGO,2021-06-21,0,5,5,0,6,0,0,0
Angola,AGO,2021-06-28,1,6,5,0,8,0,0,0
Angola,AGO,2021-07-05,1,3,18,0,4,0,0,0
Angola,AGO,2021-07-12,1,1,6,0,1,0,0,0
Angola,AGO,2021-07-19,0,1,0,0,0,0,0,0
Angola,AGO,2021-07-26,0,0,2,0,1,0,0,0
Angola,AGO,2021-08-02,0,0,1,0,0,0,0,0
Angola,AGO,2021-08-09,0,0,1,0,0,0,0,0
Angola,AGO,2021-08-16,0,0,1,0,0,0,0,0
Angola,AGO,2021-08-23,0,0,6,0,0,0,0,0
Angola,AGO,2021-08-30,0,0,15,0,0,0,0,0
Angola,AGO,2021-09-06,0,0,32,0,0,0,0,0
Angola,AGO,2021-09-13,0,0,45,0,0,0,0,0
Angola,AGO,2021-09-20,0,0,59,0,0,0,0,0
Angola,AGO,2021-09-27,0,0,32,0,0,0,0,0
Angola,AGO,2021-10-04,0,0,6,0,0,0,0,0
Angola,AGO,2021-10-11,0,0,9,0,0,0,0,0
Angola,AGO,2021-10-18,0,0,12,0,0,0,0,0
Angola,AGO,2021-11-08,0,0,1,0,0,0,0,0
Angola,AGO,2021-11-22,0,0,1,1,0,0,0,0
Anguilla,AIA,2021-03-15,1,1,0,0,0,0,0,0
Anguilla,AIA,2021-03-22,0,1,0,0,0,0,0,0
Anguilla,AIA,2021-04-19,1,0,1,0,0,0,0,0
Anguilla,AIA,2021-05-10,2,0,0,0,0,0,0,0
Anguilla,AIA,2021-06-28,0,0,1,0,0,0,0,0
Anguilla,AIA,2021-07-12,0,0,2,0,0,0,0,0
Anguilla,AIA,2021-07-26,0,0,1,0,0,0,0,0
Anguilla,AIA,2021-08-02,0,0,1,0,0,0,0,0
Anguilla,AIA,2021-08-09,0,0,4,0,0,0,0,0
Anguilla,AIA,2021-08-16,0,0,3,0,0,0,0,0
Anguilla,AIA,2021-08-23,0,0,5,0,0,0,0,0
Anguilla,AIA,2021-08-30,0,0,3,0,0,0,0,0
Anguilla,AIA,2021-10-25,0,0,8,0,0,0,1,0
Anguilla,AIA,2021-11-29,0,0,3,0,0,0,0,0
Anguilla,AIA,2021-12-06,0,0,3,0,0,0,0,0
Anguilla,AIA,2021-12-20,1,0,0,1,0,0,0,0
Anguilla,AIA,2021-12-27,0,0,0,3,0,0,0,0
Anguilla,AIA,2022-01-03,0,0,1,0,0,0,0,0
Anguilla,AIA,2022-01-17,0,0,1,0,0,0,0,0
Anguilla,AIA,2022-01-24,0,0,0,1,0,0,0,0
Antigua and Barbuda,ATG,2020-10-26,2,0,0,0,0,0,0,0
Antigua and Barbuda,ATG,2021-01-25,1,0,0,0,0,0,0,0
Antigua and Barbuda,ATG,2021-02-08,0,1,0,0,0,0,0,0
Antigua and Barbuda,ATG,2021-02-15,0,2,0,0,0,0,0,0
Antigua and Barbuda,ATG,2021-03-01,0,3,0,0,0,0,0,0
Antigua and Barbuda,ATG,2021-03-08,0,1,0,0,0,0,0,0
Antigua and Barbuda,ATG,2021-03-15,0,1,0,0,0,0,0,0
Antigua and Barbuda,ATG,2021-03-22,1,0,0,0,0,0,0,0
Antigua and Barbuda,ATG,2021-04-05,0,1,0,0,0,0,0,0
Antigua and Barbuda,ATG,2021-04-12,0,2,0,0,0,0,0,0
Antigua and Barbuda,ATG,2021-04-19,1,0,0,0,2,0,0,0
Antigua and Barbuda,ATG,2021-05-03,1,6,0,0,0,0,0,0
Antigua and Barbuda,ATG,2021-05-10,0,1,0,0,0,0,0,0
Antigua and Barbuda,ATG,2021-05-17,0,1,0,0,0,0,0,0
Antigua and Barbuda,ATG,2021-06-28,0,0,1,0,0,0,0,0
Antigua and Barbuda,ATG,2021-07-12,0,0,3,0,0,0,0,0
Antigua and Barbuda,ATG,2021-07-19,0,1,7,0,0,3,0,0
Antigua and Barbuda,ATG,2021-07-26,0,0,10,0,0,0,0,0
Antigua and Barbuda,ATG,2021-08-02,0,0,16,0,0,0,0,0
Antigua and Barbuda,ATG,2021-08-09,0,0,14,0,0,0,0,0
Antigua and Barbuda,ATG,2021-08-16,0,0,29,0,0,0,0,0
Antigua and Barbuda,ATG,2021-08-23,0,0,1,0,0,0,0,0
Antigua and Barbuda,ATG,2021-09-13,0,0,1,0,0,0,0,0
Antigua and Barbuda,ATG,2021-10-04,0,0,5,0,0,0,0,0
Antigua and Barbuda,ATG,2021-10-11,0,0,17,0,0,0,0,0
Antigua and Barbuda,ATG,2021-11-15,0,0,1,0,0,0,0,0
Antigua and Barbuda,ATG,2021-11-22,1,0,0,0,0,0,0,0
Antigua and Barbuda,ATG,2021-11-29,0,0,1,0,0,0,0,0
Antigua and Barbuda,ATG,2021-12-06,0,0,4,0,0,0,0,0
Antigua and Barbuda,ATG,2021-12-13,0,0,1,2,0,0,0,0
Antigua and Barbuda,ATG,2021-12-20,1,0,1,6,0,0,0,0
Antigua and Barbuda,ATG,2022-01-10,1,0,0,1,0,0,0,0
Argentina,ARG,2019-12-30,1,0,0,0,0,0,0,0
Argentina,ARG,2020-01-06,1,0,0,0,0,0,0,0
Argentina,ARG,2020-02-24,1,0,0,0,0,0,0,0
Argentina,ARG,2020-03-02,1,0,0,0,0,0,0,0
Argentina,ARG,2020-03-09,3,0,0,0,0,0,0,0
Argentina,ARG,2020-03-16,8,0,0,0,0,0,0,0
Argentina,ARG,2020-03-23,30,0,0,0,0,0,0,0
Argentina,ARG,2020-03-30,39,0,0,0,0,0,0,0
Argentina,ARG,2020-04-06,26,0,0,0,0,0,0,0
Argentina,ARG,2020-04-13,35,0,0,0,0,0,0,0
Argentina,ARG,2020-04-20,41,0,0,0,0,0,0,0
Argentina,ARG,2020-04-27,72,0,0,0,0,0,0,0
Argentina,ARG,2020-05-04,77,0,0,0,0,0,0,0
Argentina,ARG,2020-05-11,85,0,0,0,0,0,0,0
Argentina,ARG,2020-05-18,83,0,0,0,0,0,0,0
Argentina,ARG,2020-05-25,37,0,0,0,0,0,0,0
Argentina,ARG,2020-06-01,53,0,0,0,0,0,0,0
Argentina,ARG,2020-06-08,35,0,0,0,0,0,0,0
Argentina,ARG,2020-06-15,44,0,0,0,0,0,0,0
Argentina,ARG,2020-06-22,27,0,0,0,0,0,0,0
Argentina,ARG,2020-06-29,36,0,0,0,0,0,0,0
Argentina,ARG,2020-07-06,56,0,0,0,0,0,0,0
Argentina,ARG,2020-07-13,57,0,0,0,0,0,0,0
Argentina,ARG,2020-07-20,53,0,0,0,0,1,0,0
Argentina,ARG,2020-07-27,50,0,0,0,0,1,0,0
Argentina,ARG,2020-08-03,43,0,0,0,0,0,0,0
Argentina,ARG,2020-08-10,68,0,0,0,0,0,0,0
Argentina,ARG,2020-08-17,70,0,0,0,0,0,0,0
Argentina,ARG,2020-08-24,68,0,0,0,0,0,0,0
Argentina,ARG,2020-08-31,40,0,0,0,0,0,0,0
Argentina,ARG,2020-09-07,11,0,0,0,0,0,0,0
Argentina,ARG,2020-09-14,42,0,0,0,0,0,0,0
Argentina,ARG,2020-09-21,31,0,0,0,0,0,0,0
Argentina,ARG,2020-09-28,17,0,0,0,0,0,0,0
Argentina,ARG,2020-10-05,22,0,0,0,0,0,0,0
Argentina,ARG,2020-10-12,53,0,0,0,0,0,0,0
Argentina,ARG,2020-10-19,49,0,0,0,0,0,0,0
Argentina,ARG,2020-10-26,25,0,0,0,0,0,0,0
Argentina,ARG,2020-11-02,32,0,0,0,0,0,1,0
Argentina,ARG,2020-11-09,19,0,1,0,0,0,0,0
Argentina,ARG,2020-11-16,42,0,0,0,0,0,0,0
Argentina,ARG,2020-11-23,29,0,0,0,0,0,0,0
Argentina,ARG,2020-11-30,20,0,0,0,0,0,0,0
Argentina,ARG,2020-12-07,25,0,0,0,0,0,0,0
Argentina,ARG,2020-12-14,45,0,0,0,0,0,0,0
Argentina,ARG,2020-12-21,27,1,0,0,0,0,0,0
Argentina,ARG,2020-12-28,23,0,0,0,0,0,0,0
Argentina,ARG,2021-01-04,33,0,0,0,0,0,0,0
Argentina,ARG,2021-01-11,30,0,0,0,0,0,0,0
Argentina,ARG,2021-01-18,30,0,0,0,0,1,1,0
Argentina,ARG,2021-01-25,26,0,0,0,0,1,1,0
Argentina,ARG,2021-02-01,37,5,0,0,0,1,1,0
Argentina,ARG,2021-02-08,27,0,0,0,0,2,0,0
Argentina,ARG,2021-02-15,25,0,0,0,0,1,2,0
Argentina,ARG,2021-02-22,19,1,0,0,0,1,0,0
Argentina,ARG,2021-03-01,33,4,1,0,0,5,2,0
Argentina,ARG,2021-03-08,55,6,0,0,0,9,4,0
Argentina,ARG,2021-03-15,71,16,0,0,0,13,3,0
Argentina,ARG,2021-03-22,55,16,0,0,0,22,14,0
Argentina,ARG,2021-03-29,42,17,0,0,0,23,12,0
Argentina,ARG,2021-04-05,70,13,0,0,0,41,20,0
Argentina,ARG,2021-04-12,64,25,0,0,0,44,18,0
Argentina,ARG,2021-04-19,58,26,1,0,1,87,36,0
Argentina,ARG,2021-04-26,29,18,0,0,0,51,27,1
Argentina,ARG,2021-05-03,32,17,0,0,0,83,26,0
Argentina,ARG,2021-05-10,24,23,0,0,0,99,28,0
Argentina,ARG,2021-05-17,13,16,0,0,0,90,22,0
Argentina,ARG,2021-05-24,7,16,0,0,0,81,44,0
Argentina,ARG,2021-05-31,5,22,1,0,0,122,47,0
Argentina,ARG,2021-06-07,9,13,0,0,0,138,41,0
Argentina,ARG,2021-06-14,4,19,0,0,0,125,39,0
Argentina,ARG,2021-06-21,4,16,2,0,0,127,38,0
Argentina,ARG,2021-06-28,0,10,9,0,0,122,31,0
Argentina,ARG,2021-07-05,1,5,10,0,0,130,27,2
Argentina,ARG,2021-07-12,3,6,24,0,0,116,43,0
Argentina,ARG,2021-07-19,1,8,20,0,0,73,39,1
Argentina,ARG,2021-07-26,1,6,35,0,0,116,41,1
Argentina,ARG,2021-08-02,2,7,51,0,0,161,51,2
Argentina,ARG,2021-08-09,0,4,45,0,0,122,47,0
Argentina,ARG,2021-08-16,0,5,40,0,0,121,58,3
Argentina,ARG,2021-08-23,2,2,46,0,0,122,38,3
Argentina,ARG,2021-08-30,0,2,44,0,0,134,52,2
Argentina,ARG,2021-09-06,0,0,52,0,0,72,39,1
Argentina,ARG,2021-09-13,2,3,74,0,0,42,23,2
Argentina,ARG,2021-09-20,2,2,56,0,0,50,19,3
Argentina,ARG,2021-09-27,0,0,60,0,0,32,19,1
Argentina,ARG,2021-10-04,1,1,56,0,0,52,28,0
Argentina,ARG,2021-10-11,0,1,122,0,0,62,45,2
Argentina,ARG,2021-10-18,1,8,206,0,0,47,30,0
Argentina,ARG,2021-10-25,0,2,282,0,0,44,31,6
Argentina,ARG,2021-11-01,1,3,273,0,0,32,26,3
Argentina,ARG,2021-11-08,0,0,323,0,0,13,29,4
Argentina,ARG,2021-11-15,0,0,268,0,0,9,19,4
Argentina,ARG,2021-11-22,0,0,387,0,0,2,5,2
Argentina,ARG,2021-11-29,1,0,331,2,0,3,3,0
Argentina,ARG,2021-12-06,0,1,245,29,0,2,3,0
Argentina,ARG,2021-12-13,1,0,255,137,0,0,1,1
Argentina,ARG,2021-12-20,0,0,222,271,0,1,0,0
Argentina,ARG,2021-12-27,0,0,87,226,0,0,0,0
Argentina,ARG,2022-01-03,0,0,21,200,0,0,0,0
Argentina,ARG,2022-01-10,0,0,6,182,0,0,0,0
Argentina,ARG,2022-01-17,0,0,2,177,0,0,0,0
Argentina,ARG,2022-01-24,0,0,0,157,0,0,0,0
Argentina,ARG,2022-01-31,0,0,0,86,0,0,0,0
Argentina,ARG,2022-02-07,0,0,0,6,0,0,0,0
Armenia,ARM,2020-07-27,11,0,0,0,0,0,0,0
Armenia,ARM,2020-08-03,5,0,0,0,0,0,0,0
Armenia,ARM,2020-08-10,3,0,0,0,0,0,0,0
Armenia,ARM,2020-08-17,8,0,0,0,0,0,0,0
Armenia,ARM,2020-08-24,6,0,0,0,0,0,0,0
Armenia,ARM,2020-08-31,8,0,0,0,0,0,0,0
Armenia,ARM,2020-09-07,4,0,0,0,0,0,0,0
Armenia,ARM,2021-01-18,10,0,0,0,0,0,0,0
Armenia,ARM,2021-01-25,12,0,0,0,0,0,0,0
Armenia,ARM,2021-03-15,3,7,0,0,0,0,0,0
Armenia,ARM,2021-04-26,0,1,0,0,0,0,0,0
Armenia,ARM,2021-05-10,0,1,0,0,0,0,0,0
Armenia,ARM,2021-06-14,0,0,1,0,0,0,0,0
Armenia,ARM,2021-06-21,0,1,5,0,0,0,0,0
Armenia,ARM,2021-06-28,0,0,5,0,0,0,0,0
Armenia,ARM,2021-07-05,0,0,4,0,0,0,0,0
Armenia,ARM,2021-07-12,0,0,1,0,0,0,0,0
Armenia,ARM,2021-07-19,0,0,2,0,0,0,0,0
Armenia,ARM,2021-07-26,0,0,16,0,0,0,0,0
Armenia,ARM,2021-08-02,0,0,16,0,0,0,0,0
Armenia,ARM,2021-09-20,0,0,6,0,0,0,0,0
Armenia,ARM,2021-09-27,0,0,4,0,0,0,0,0
Armenia,ARM,2021-10-25,0,0,1,0,0,0,0,0
Armenia,ARM,2021-11-01,0,0,10,0,0,0,0,0
Armenia,ARM,2021-12-27,0,0,4,0,0,0,0,0
Armenia,ARM,2022-01-03,0,0,6,2,0,0,0,0
Armenia,ARM,2022-01-10,0,0,3,14,0,0,0,0
Aruba,ABW,2020-03-09,1,0,0,0,0,0,0,0
Aruba,ABW,2020-03-16,5,0,0,0,0,0,0,0
Aruba,ABW,2020-08-03,4,0,0,0,0,0,0,0
Aruba,ABW,2020-08-24,1,0,0,0,0,0,0,0
Aruba,ABW,2021-01-11,10,0,0,0,0,0,0,0
Aruba,ABW,2021-01-18,15,1,0,0,0,0,0,0
Aruba,ABW,2021-01-25,70,4,0,0,0,0,0,0
Aruba,ABW,2021-02-01,35,5,0,0,0,0,0,0
Aruba,ABW,2021-02-08,74,8,0,0,0,0,0,0
Aruba,ABW,2021-02-15,42,29,0,0,0,1,0,0
Aruba,ABW,2021-02-22,30,37,0,0,2,0,0,0
Aruba,ABW,2021-03-01,28,28,0,0,0,0,0,0
Aruba,ABW,2021-03-08,27,35,0,0,0,1,0,0
Aruba,ABW,2021-03-15,5,31,0,0,0,0,0,0
Aruba,ABW,2021-03-22,4,21,0,0,0,0,0,0
Aruba,ABW,2021-03-29,14,53,0,0,0,0,0,0
Aruba,ABW,2021-04-05,11,51,13,0,2,3,0,0
Aruba,ABW,2021-04-12,13,45,1,0,0,6,0,0
Aruba,ABW,2021-04-19,22,58,2,0,0,7,1,1
Aruba,ABW,2021-04-26,14,28,0,0,0,7,0,0
Aruba,ABW,2021-05-03,12,36,0,0,0,7,0,2
Aruba,ABW,2021-05-10,7,18,10,0,0,5,0,3
Aruba,ABW,2021-05-17,6,20,0,0,0,2,0,1
Aruba,ABW,2021-05-24,4,32,0,0,0,23,0,19
Aruba,ABW,2021-05-31,7,2,0,0,0,28,1,29
Aruba,ABW,2021-06-07,4,3,4,0,0,6,0,3
Aruba,ABW,2021-06-14,1,3,0,0,0,19,0,1
Aruba,ABW,2021-06-28,0,0,2,0,0,3,0,4
Aruba,ABW,2021-07-05,0,2,11,0,0,1,0,6
Aruba,ABW,2021-07-12,0,1,43,0,0,2,0,9
Aruba,ABW,2021-07-19,0,0,41,0,0,0,0,1
Aruba,ABW,2021-07-26,0,0,57,0,0,0,0,2
Aruba,ABW,2021-08-02,0,0,278,0,0,0,0,4
Aruba,ABW,2021-08-09,0,0,324,0,0,0,0,2
Aruba,ABW,2021-08-16,0,0,194,0,0,1,0,4
Aruba,ABW,2021-08-23,0,0,166,0,0,0,0,3
Aruba,ABW,2021-08-30,0,0,92,0,0,0,0,0
Aruba,ABW,2021-09-06,0,0,67,0,0,0,0,0
Aruba,ABW,2021-09-13,0,0,73,0,0,0,0,0
Aruba,ABW,2021-09-20,0,0,86,0,0,0,0,0
Aruba,ABW,2021-09-27,0,0,91,0,0,0,0,0
Aruba,ABW,2021-10-04,0,0,4,0,0,0,0,0
Aruba,ABW,2021-10-11,0,0,33,0,0,0,0,0
Aruba,ABW,2021-11-01,0,0,38,0,0,0,0,0
Aruba,ABW,2021-11-08,0,0,35,0,0,0,0,0
Aruba,ABW,2021-11-22,0,0,43,0,0,0,0,0
Aruba,ABW,2021-11-29,0,0,74,0,0,0,0,0
Aruba,ABW,2021-12-06,0,0,27,0,0,0,0,0
Aruba,ABW,2021-12-13,0,0,54,17,0,0,0,0
Aruba,ABW,2022-01-03,0,0,1,27,0,0,0,0
Australia,AUS,2020-01-06,1,0,0,0,0,0,0,0
Australia,AUS,2020-01-20,9,0,0,0,0,0,0,0
Australia,AUS,2020-01-27,11,0,0,0,0,0,0,0
Australia,AUS,2020-02-03,4,0,0,0,0,0,0,0
Australia,AUS,2020-02-17,8,0,0,0,0,0,0,0
Australia,AUS,2020-02-24,11,0,0,0,0,0,0,0
Australia,AUS,2020-03-02,59,0,0,0,0,0,0,0
Australia,AUS,2020-03-09,225,0,0,0,0,0,0,0
Australia,AUS,2020-03-16,964,0,0,0,0,0,0,0
Australia,AUS,2020-03-23,1195,0,0,0,0,0,0,0
Australia,AUS,2020-03-30,599,0,0,0,0,0,0,0
Australia,AUS,2020-04-06,348,0,0,0,0,0,0,0
Australia,AUS,2020-04-13,186,0,0,0,0,0,0,0
Australia,AUS,2020-04-20,52,0,0,0,0,0,0,0
Australia,AUS,2020-04-27,72,0,0,0,0,0,0,0
Australia,AUS,2020-05-04,76,0,0,0,0,0,0,0
Australia,AUS,2020-05-11,62,0,0,0,0,0,0,0
Australia,AUS,2020-05-18,40,0,0,0,0,0,0,0
Australia,AUS,2020-05-25,75,0,0,0,0,0,0,0
Australia,AUS,2020-06-01,20,0,0,0,0,0,0,0
Australia,AUS,2020-06-08,74,0,0,0,0,0,0,0
Australia,AUS,2020-06-15,102,0,0,0,0,0,0,0
Australia,AUS,2020-06-22,281,0,0,0,0,0,0,0
Australia,AUS,2020-06-29,534,0,0,0,0,0,0,0
Australia,AUS,2020-07-06,1026,0,0,0,0,0,0,0
Australia,AUS,2020-07-13,1715,0,0,0,0,0,0,0
Australia,AUS,2020-07-20,2015,0,0,0,0,0,0,0
Australia,AUS,2020-07-27,2147,0,0,0,0,0,0,0
Australia,AUS,2020-08-03,1710,0,0,0,0,0,0,0
Australia,AUS,2020-08-10,1195,0,0,0,0,0,0,0
Australia,AUS,2020-08-17,1188,0,0,0,0,0,0,0
Australia,AUS,2020-08-24,701,0,0,0,0,0,0,0
Australia,AUS,2020-08-31,457,0,0,0,0,0,0,0
Australia,AUS,2020-09-07,282,0,0,0,0,0,0,0
Australia,AUS,2020-09-14,209,0,0,0,0,0,0,0
Australia,AUS,2020-09-21,101,0,0,0,0,0,0,0
Australia,AUS,2020-09-28,70,0,0,0,0,0,0,0
Australia,AUS,2020-10-05,103,0,0,0,0,0,0,0
Australia,AUS,2020-10-12,65,0,0,0,0,0,0,0
Australia,AUS,2020-10-19,60,0,0,0,0,0,0,0
Australia,AUS,2020-10-26,35,0,0,0,0,0,0,0
Australia,AUS,2020-11-02,28,0,0,0,0,0,0,0
Australia,AUS,2020-11-09,25,0,0,0,0,0,0,0
Australia,AUS,2020-11-16,38,0,0,0,0,0,0,0
Australia,AUS,2020-11-23,20,0,0,0,0,0,0,0
Australia,AUS,2020-11-30,26,1,0,0,0,0,0,0
Australia,AUS,2020-12-07,24,5,0,0,1,0,0,0
Australia,AUS,2020-12-14,112,1,0,0,0,0,0,0
Australia,AUS,2020-12-21,54,10,0,0,5,0,0,0
Australia,AUS,2020-12-28,125,8,0,0,3,0,0,0
