Entity,Code,Day,0-17_fully,18-29_fully,25-49_fully,35-44_fully,45-54_fully,50-54_fully,40-49_fully,30-39_fully,25-34_fully,18-24_fully,50-59_fully,55-64_fully,60-69_fully,60-64_fully,55-59_fully,65-69_fully,70-74_fully,75+_fully,80+_fully,75-79_fully,70-79_fully,65-74_fully,12-17_fully,0-9_fully,10-19_fully,20-29_fully,12-15_fully,16-19_fully,5-11_fully,90-99_fully,80-89_fully,0-4_fully,15-17_fully,5-9_fully,10-14_fully
Israel,ISR,2021-02-16,,,,,,,43.3,22.5,,,59,,72.5,,,,,,,,89.8,,,,,17.5,,,,83.4,82.5,,,,
Israel,ISR,2021-02-17,,,,,,,44.9,23.5,,,59.9,,72.9,,,,,,,,90.1,,,,,18.7,,,,83.8,82.8,,,,
Israel,ISR,2021-02-18,,,,,,,47,25.2,,,61.3,,73.4,,,,,,,,90.5,,,,,20,,,,84.1,83.1,,,,
Israel,ISR,2021-02-19,,,,,,,47.7,25.9,,,61.7,,73.6,,,,,,,,90.6,,,,,20.4,,,,84.2,83.2,,,,
Israel,ISR,2021-02-21,,,,,,,50.3,28.6,,,63.1,,74.2,,,,,,,,91.1,,,,,22,,,,84.7,83.7,,,,
Israel,ISR,2021-02-22,,,,,,,51.3,29.9,,,63.8,,74.5,,,,,,,,91.4,,,,,23.1,,,,85,84,,,,
Israel,ISR,2021-02-23,,,,,,,52.1,31.8,,,63.5,,74.4,,,,,,,,86.5,,,,,24.3,,,,84.1,83.3,,,,
Israel,ISR,2021-02-24,,,,,,,53.2,33.2,,,64.2,,74.8,,,,,,,,86.8,,,,,25.6,,,,84.5,83.7,,,,
Israel,ISR,2021-02-25,,,,,,,54,34.7,,,64.8,,75,,,,,,,,87.1,,,,,26.8,,,,84.8,84,,,,
Israel,ISR,2021-02-26,,,,,,,54.6,35.8,,,65.2,,75.2,,,,,,,,87.2,,,,,27.6,,,,84.9,84.1,,,,
Israel,ISR,2021-02-27,,,,,,,54.9,36.3,,,65.3,,75.3,,,,,,,,87.2,,,,,28,,,,85,84.2,,,,
Israel,ISR,2021-02-28,,,,,,,55.6,37.5,,,65.9,,75.5,,,,,,,,87.5,,,,,29.1,,,,85.3,84.4,,,,
Israel,ISR,2021-03-01,,,,,,,56.1,38.6,,,66.2,,75.8,,,,,,,,87.7,,,,,30.1,,,,85.6,84.6,,,,
Israel,ISR,2021-03-02,,,,,,,57.4,41,,,67.1,,76.2,,,,,,,,88,,,,,32.4,,,,86.2,85,,,,
Israel,ISR,2021-03-03,,,,,,,58.2,42.5,,,67.7,,76.6,,,,,,,,88.3,,,,,34,,,,86.5,85.3,,,,
Israel,ISR,2021-03-04,,,,,,,59.2,44.4,,,68.5,,77,,,,,,,,88.6,,,,,36,,,,86.8,85.6,,,,
Israel,ISR,2021-03-05,,,,,,,59.7,45.4,,,68.9,,77.2,,,,,,,,88.7,,,,,36.9,,,,86.9,85.7,,,,
Israel,ISR,2021-03-06,,,,,,,60.1,46,,,69.2,,77.3,,,,,,,,88.8,,,,,37.6,,,,87,85.8,,,,
Israel,ISR,2021-03-07,,,,,,,61.2,47.7,,,70,,77.8,,,,,,,,89.1,,,,,39.5,,,,87.3,86.1,,,,
Israel,ISR,2021-03-08,,,,,,,62.2,49.3,,,70.8,,78.3,,,,,,,,89.4,,,,,41.1,,,,87.7,86.4,,,,
Israel,ISR,2021-03-09,,,,,,,63.2,50.7,,,71.6,,78.7,,,,,,,,89.8,,,,,42.7,,,,88,86.7,,,,
Israel,ISR,2021-03-10,,,,,,,64.3,52.5,,,72.5,,79.2,,,,,,,,90,,,,,44.7,,,,88.2,87,,,,
Israel,ISR,2021-03-11,,,,,,,65.3,53.9,,,73.2,,79.5,,,,,,,,90.3,,,,,46.2,,,,88.3,87.2,,,,
Israel,ISR,2021-03-12,,,,,,,65.9,54.9,,,73.6,,79.7,,,,,,,,90.4,,,,,47.2,,,,88.4,87.2,,,,
Israel,ISR,2021-03-13,,,,,,,66.3,55.4,,,73.9,,79.9,,,,,,,,90.4,,,,,47.9,,,,88.4,87.3,,,,
Israel,ISR,2021-03-14,,,,,,,67.4,57.2,,,74.8,,80.4,,,,,,,,90.8,,,,,49.7,,,,88.7,87.6,,,,
Israel,ISR,2021-03-15,,,,,,,68.5,58.9,,,75.6,,80.9,,,,,,,,91.2,,,,,51.5,,,,89.1,88,,,,
Israel,ISR,2021-03-16,,,,,,,69.4,60.2,,,76.3,,81.3,,,,,,,,91.5,,,,,53,,,,89.4,88.3,,,,
Israel,ISR,2021-03-17,,,,,,,70.4,61.8,,,77.1,,81.8,,,,,,,,91.9,,,,,54.7,,,,89.7,88.7,,,,
Israel,ISR,2021-03-18,,,,,,,71.1,62.8,,,77.6,,82.1,,,,,,,,92.1,,,,,55.8,,,,90,88.9,,,,
Israel,ISR,2021-03-19,,,,,,,71.6,63.6,,,78,,82.3,,,,,,,,92.3,,,,,56.5,,,,90.1,89.1,,,,
Israel,ISR,2021-03-20,,,,,,,71.9,64,,,78.2,,82.4,,,,,,,,92.3,,,,,57.1,,,,90.1,89.1,,,,
Israel,ISR,2021-03-21,,,,,,,72.5,64.9,,,78.7,,82.7,,,,,,,,92.6,,,,,58,,,,90.3,89.4,,,,
Israel,ISR,2021-03-22,,,,,,,73.1,65.7,,,79.1,,82.9,,,,,,,,92.7,,,,,58.9,,,,90.6,89.6,,,,
Israel,ISR,2021-03-23,,,,,,,73.2,65.9,,,79.2,,83,,,,,,,,92.8,,,,,59.1,,,,90.6,89.7,,,,
Israel,ISR,2021-03-24,,,,,,,73.8,66.8,,,79.7,,83.3,,,,,,,,93,,,,,60.1,,,,90.9,90,,,,
Israel,ISR,2021-03-25,,,,,,,74.3,67.6,,,80.1,,83.5,,,,,,,,93.2,,,,,61,,,,91.1,90.2,,,,
Israel,ISR,2021-03-26,,,,,,,74.5,67.8,,,80.2,,83.6,,,,,,,,93.2,,,,,61.3,,,,91.2,90.2,,,,
Israel,ISR,2021-03-28,,,,,,,74.6,68,,,80.3,,83.7,,,,,,,,93.3,,,,,61.6,,,,91.2,90.2,,,,
Israel,ISR,2021-03-29,,,,,,,75.1,68.6,,,80.6,,83.9,,,,,,,,93.4,,,,,62.2,,,,91.4,90.4,,,,
Israel,ISR,2021-03-30,,,,,,,75.4,69.1,,,80.9,,84,,,,,,,,93.6,,,,,62.8,,,,91.6,90.6,,,,
Israel,ISR,2021-03-31,,,,,,,75.7,69.5,,,81.1,,84.2,,,,,,,,93.7,,,,,63.2,,,,91.7,90.8,,,,
Israel,ISR,2021-04-01,,,,,,,75.9,69.9,,,81.3,,84.3,,,,,,,,93.8,,,,,63.7,,,,91.8,90.9,,,,
Israel,ISR,2021-04-02,,,,,,,75.9,69.9,,,81.3,,84.3,,,,,,,,93.8,,,,,63.7,,,,91.8,90.9,,,,
Israel,ISR,2021-04-03,,,,,,,76.1,70.1,,,81.4,,84.4,,,,,,,,93.8,,,,,64,,,,91.9,90.9,,,,
Israel,ISR,2021-04-04,,,,,,,76.4,70.6,,,81.7,,84.5,,,,,,,,94,,,,,64.5,,,,92,91,,,,
Israel,ISR,2021-04-05,,,,,,,76.7,71,,,81.9,,84.7,,,,,,,,94,,,,,65.1,,,,92.2,91.2,,,,
Israel,ISR,2021-04-06,,,,,,,76.9,71.2,,,82,,84.7,,,,,,,,94.1,,,,,65.3,,,,92.2,91.2,,,,
Israel,ISR,2021-04-07,,,,,,,77.2,71.6,,,82.2,,84.9,,,,,,,,94.2,,,,,65.8,,,,92.4,91.3,,,,
Israel,ISR,2021-04-08,,,,,,,77.4,72,,,82.4,,85,,,,,,,,94.3,,,,,66.2,,,,92.5,91.4,,,,
Israel,ISR,2021-04-09,,,,,,,77.5,72.1,,,82.5,,85,,,,,,,,94.3,,,,,66.4,,,,92.5,91.5,,,,
Israel,ISR,2021-04-10,,,,,,,77.6,72.2,,,82.5,,85,,,,,,,,94.3,,,,,66.5,,,,92.5,91.5,,,,
Israel,ISR,2021-04-11,,,,,,,77.8,72.5,,,82.6,,85.1,,,,,,,,94.4,,,,,66.9,,,,92.7,91.6,,,,
Israel,ISR,2021-04-12,,,,,,,77.9,72.7,,,82.8,,85.2,,,,,,,,94.5,,,,,67.1,,,,92.8,91.6,,,,
Israel,ISR,2021-04-13,,,,,,,78,72.9,,,82.8,,85.2,,,,,,,,94.5,,,,,67.3,,,,92.9,91.7,,,,
Israel,ISR,2021-04-14,,,,,,,78.1,73,,,82.9,,85.3,,,,,,,,94.5,,,,,67.4,,,,92.9,91.7,,,,
Israel,ISR,2021-04-15,,,,,,,78.1,73,,,82.9,,85.3,,,,,,,,94.5,,,,,67.5,,,,93,91.7,,,,
Israel,ISR,2021-04-16,,,,,,,78.2,73.1,,,83,,85.3,,,,,,,,94.6,,,,,67.6,,,,93,91.8,,,,
Israel,ISR,2021-04-17,,,,,,,78.2,73.2,,,83,,85.3,,,,,,,,94.6,,,,,67.7,,,,93,91.8,,,,
Israel,ISR,2021-04-18,,,,,,,78.3,73.3,,,83,,85.4,,,,,,,,94.6,,,,,67.8,,,,93.1,91.8,,,,
Israel,ISR,2021-04-19,,,,,,,78.3,73.3,,,83.1,,85.4,,,,,,,,94.6,,,,,67.9,,,,93.1,91.8,,,,
Israel,ISR,2021-04-20,,,,,,,78.5,73.6,,,83.2,,85.5,,,,,,,,94.7,,,,,68.2,,,,93.3,92,,,,
Israel,ISR,2021-04-21,,,,,,,78.6,73.7,,,83.3,,85.6,,,,,,,,94.8,,,,,68.3,,,,93.4,92,,,,
Israel,ISR,2021-04-22,,,,,,,78.7,73.9,,,83.3,,85.6,,,,,,,,94.8,,,,,68.5,,,,93.5,92.1,,,,
Israel,ISR,2021-04-23,,,,,,,78.7,73.9,,,83.4,,85.6,,,,,,,,94.8,,,,,68.6,,,,93.5,92.1,,,,
Israel,ISR,2021-04-24,,,,,,,78.7,73.9,,,83.4,,85.6,,,,,,,,94.8,,,,,68.6,,,,93.5,92.1,,,,
Israel,ISR,2021-04-25,,,,,,,78.8,74.1,,,83.5,,85.7,,,,,,,,94.9,,,,,68.8,,,,93.6,92.2,,,,
Israel,ISR,2021-04-26,,,,,,,80,75.6,,,84.3,,85.9,,,,,,,,95,,,,,70,,,,93.7,92.2,,,,
Israel,ISR,2021-04-27,,,,,,,80,75.6,,,84.3,,85.9,,,,,,,,95,,,,,69.9,,,,93.8,92.3,,,,
Israel,ISR,2021-04-28,,,,,,,80.1,75.7,,,84.3,,86,,,,,,,,95,,,,,70.1,,,,94,92.4,,,,
Israel,ISR,2021-04-29,,,,,,,79.2,74.6,,,83.7,,85.9,,,,,,,,95.1,,,,,69.4,,,,94.1,92.4,,,,
Israel,ISR,2021-04-30,,,,,,,80.2,75.9,,,84.5,,86.1,,,,,,,,95.1,,,,,70.4,,,,94.1,92.5,,,,
Israel,ISR,2021-05-02,,,,,,,79.3,74.8,,,83.8,,86,,,,,,,,95.1,,,,,69.7,,,,94.2,92.5,,,,
Israel,ISR,2021-05-03,,,,,,,79.3,74.9,,,83.9,,86,,,,,,,,95.1,,,,,69.8,,,,94.3,92.6,,,,
Israel,ISR,2021-05-04,,,,,,,79.4,75,,,83.9,,86,,,,,,,,95.2,,,,,69.9,,,,94.4,92.6,,,,
Israel,ISR,2021-05-05,,,,,,,79.5,75.1,,,84,,86.1,,,,,,,,95.2,,,,,70,,,,94.5,92.7,,,,
Israel,ISR,2021-05-06,,,,,,,79.5,75.1,,,84,,86.1,,,,,,,,95.2,,,,,70.1,,,,94.5,92.7,,,,
Israel,ISR,2021-05-07,,,,,,,79.5,75.2,,,84,,86.1,,,,,,,,95.2,,,,,70.1,,,,94.5,92.7,,,,
Israel,ISR,2021-05-08,,,,,,,79.5,75.2,,,84,,86.1,,,,,,,,95.3,,,,,70.1,,,,94.5,92.7,,,,
Israel,ISR,2021-05-09,,,,,,,79.6,75.3,,,84.1,,86.1,,,,,,,,95.3,,,,,70.2,,,,94.6,92.8,,,,
Israel,ISR,2021-05-10,,,,,,,79.6,75.4,,,84.1,,86.2,,,,,,,,95.3,,,,,70.3,,,,94.7,92.8,,,,
Israel,ISR,2021-05-11,,,,,,,79.7,75.4,,,84.1,,86.2,,,,,,,,95.3,,,,,70.4,,,,94.8,92.8,,,,
Israel,ISR,2021-05-12,,,,,,,79.7,75.5,,,84.2,,86.2,,,,,,,,95.4,,,,,70.5,,,,94.8,92.9,,,,
Israel,ISR,2021-05-13,,,,,,,79.7,75.5,,,84.2,,86.2,,,,,,,,95.4,,,,,70.5,,,,94.8,92.9,,,,
Israel,ISR,2021-05-14,,,,,,,79.8,75.6,,,84.2,,86.3,,,,,,,,95.4,,,,,70.6,,,,94.9,92.9,,,,
Israel,ISR,2021-05-15,,,,,,,79.8,75.6,,,84.2,,86.3,,,,,,,,95.4,,,,,70.6,,,,94.9,92.9,,,,
Israel,ISR,2021-05-16,,,,,,,79.8,75.6,,,84.2,,86.3,,,,,,,,95.4,,,,,70.6,,,,94.9,92.9,,,,
Israel,ISR,2021-05-17,,,,,,,79.8,75.6,,,84.3,,86.3,,,,,,,,95.4,,,,,70.6,,,,94.9,92.9,,,,
Israel,ISR,2021-05-18,,,,,,,79.9,75.7,,,84.3,,86.3,,,,,,,,95.5,,,,,70.7,,,,94.9,93,,,,
Israel,ISR,2021-05-19,,,,,,,79.9,75.8,,,84.3,,86.3,,,,,,,,95.5,,,,,70.8,,,,95,93,,,,
Israel,ISR,2021-05-20,,,,,,,80,75.9,,,84.4,,86.4,,,,,,,,95.5,,,,,70.9,,,,95.1,93,,,,
Israel,ISR,2021-05-21,,,,,,,80,75.9,,,84.4,,86.4,,,,,,,,95.5,,,,,70.9,,,,95.1,93,,,,
Israel,ISR,2021-05-22,,,,,,,80,75.9,,,84.4,,86.4,,,,,,,,95.5,,,,,70.9,,,,95.1,93.1,,,,
Israel,ISR,2021-05-23,,,,,,,80,76,,,84.2,,86.4,,,,,,,,94.7,,,,,70.9,,,,93.5,92.5,,,,
Israel,ISR,2021-05-24,,,,,,,80,76.1,,,84.2,,86.4,,,,,,,,94.8,,,,,71,,,,93.5,92.5,,,,
Israel,ISR,2021-05-25,,,,,,,80.1,76.1,,,84.3,,86.4,,,,,,,,94.8,,,,,71.1,,,,93.6,92.6,,,,
Israel,ISR,2021-05-26,,,,,,,80.1,76.1,,,84.3,,86.4,,,,,,,,94.8,,,,,71.1,,,,93.6,92.6,,,,
Israel,ISR,2021-05-27,,,,,,,80.1,76.2,,,84.3,,86.4,,,,,,,,94.9,,,,,71.1,,,,93.7,92.6,,,,
Israel,ISR,2021-05-28,,,,,,,80.2,76.2,,,84.4,,86.5,,,,,,,,94.9,,,,,71.2,,,,93.8,92.7,,,,
Israel,ISR,2021-05-29,,,,,,,80.2,76.2,,,84.4,,86.5,,,,,,,,94.9,,,,,71.2,,,,93.8,92.7,,,,
Israel,ISR,2021-05-30,,,,,,,80.2,76.3,,,84.4,,86.5,,,,,,,,94.9,,,,,71.2,,,,93.9,92.7,,,,
Israel,ISR,2021-05-31,,,,,,,80.2,76.3,,,84.4,,86.5,,,,,,,,95,,,,,71.3,,,,93.9,92.7,,,,
Israel,ISR,2021-06-01,,,,,,,80.2,76.4,,,84.5,,86.5,,,,,,,,95,,,,,71.3,,,,94,92.8,,,,
Israel,ISR,2021-06-02,,,,,,,80.2,76.4,,,84.5,,86.5,,,,,,,,95,,,,,71.3,,,,94.1,92.8,,,,
Israel,ISR,2021-06-03,,,,,,,80.3,76.4,,,84.5,,86.6,,,,,,,,95.1,,,,,71.4,,,,94.1,92.8,,,,
Israel,ISR,2021-06-04,,,,,,,80.3,76.4,,,84.5,,86.6,,,,,,,,95.1,,,,,71.4,,,,94.1,92.8,,,,
Israel,ISR,2021-06-05,,,,,,,80.3,76.4,,,84.5,,86.6,,,,,,,,95.1,,,,,71.4,,,,94.2,92.8,,,,
Israel,ISR,2021-06-06,,,,,,,80.3,76.4,,,84.5,,86.6,,,,,,,,95.1,,,,,71.4,,,,94.3,92.9,,,,
Israel,ISR,2021-06-07,,,,,,,80.3,76.4,,,84.5,,86.6,,,,,,,,95.2,,,,,71.4,,,,94.3,92.9,,,,
Israel,ISR,2021-06-10,,,,,,,80.3,76.5,,,84.6,,86.6,,,,,,,,95.3,,,,,71.5,,,,94.4,93,,,,
Israel,ISR,2021-06-11,,,,,,,80.3,76.5,,,84.6,,86.6,,,,,,,,95.3,,,,,71.5,,,,94.5,93,,,,
Israel,ISR,2021-06-12,,,,,,,80.4,76.5,,,84.6,,86.6,,,,,,,,95.3,,,,,71.5,,,,94.6,93,,,,
Israel,ISR,2021-06-13,,,,,,,80.4,76.6,,,84.6,,86.6,,,,,,,,95.3,,,,,71.6,,,,94.6,93,,,,
Israel,ISR,2021-06-14,,,,,,,80.4,76.6,,,84.7,,86.6,,,,,,,,95.4,,,,,71.6,,,,94.7,93,,,,
Israel,ISR,2021-06-15,,,,,,,80.4,76.6,,,84.7,,86.6,,,,,,,,95.4,,,,,71.6,,,,94.7,93,,,,
Israel,ISR,2021-06-16,,,,,,,80.4,76.6,,,84.7,,86.7,,,,,,,,95.4,,,,,71.6,,,,94.8,93.1,,,,
Israel,ISR,2021-06-17,,,,,,,80.4,76.7,,,84.7,,86.7,,,,,,,,95.5,,,,,71.6,,,,94.8,93.1,,,,
Israel,ISR,2021-06-18,,,,,,,80.4,76.7,,,84.7,,86.7,,,,,,,,95.5,,,,,71.7,,,,94.9,93.1,,,,
Israel,ISR,2021-06-19,,,,,,,80.4,76.7,,,84.7,,86.7,,,,,,,,95.5,,,,,71.7,,,,94.9,93.2,,,,
Israel,ISR,2021-06-20,,,,,,,80.5,76.7,,,84.7,,86.7,,,,,,,,95.5,,,,,71.7,,,,95,93.2,,,,
Israel,ISR,2021-06-21,,,,,,,80.5,76.7,,,84.8,,86.7,,,,,,,,95.6,,,,,71.7,,,,95,93.2,,,,
Israel,ISR,2021-06-22,,,,,,,80.5,76.7,,,84.8,,86.7,,,,,,,,95.6,,,,,71.7,,,,95.1,93.2,,,,
Israel,ISR,2021-06-23,,,,,,,80.5,76.7,,,84.8,,86.7,,,,,,,,95.6,,,,,71.7,,,,95.1,93.3,,,,
Israel,ISR,2021-06-24,,,,,,,80.5,76.8,,,84.8,,86.7,,,,,,,,95.7,,,,,71.8,,,,95.2,93.3,,,,
Israel,ISR,2021-06-25,,,,,,,80.5,76.8,,,84.8,,86.7,,,,,,,,95.7,,,,,71.8,,,,95.3,93.3,,,,
Israel,ISR,2021-06-26,,,,,,,80.5,76.8,,,84.8,,86.7,,,,,,,,95.7,,,,,71.8,,,,95.3,93.3,,,,
Israel,ISR,2021-06-27,,,,,,,80.6,77,,,84.1,,86.7,,,,,,,,92.6,,,,,71.5,,,,89.5,91,,,,
Israel,ISR,2021-06-28,,,,,,,80.6,77,,,84.1,,86.7,,,,,,,,92.6,,,,,71.5,,,,89.5,91,,,,
Israel,ISR,2021-06-29,,,,,,,80.6,77,,,84.1,,86.7,,,,,,,,92.6,,,,,71.5,,,,89.5,91,,,,
Israel,ISR,2021-06-30,,,,,,,80.6,77,,,84.1,,86.7,,,,,,,,92.6,,,,,71.5,,,,89.5,91,,,,
Israel,ISR,2021-07-01,,,,,,,80.6,77.1,,,84.2,,86.7,,,,,,,,92.6,,,,,71.6,,,,89.5,91,,,,
Israel,ISR,2021-07-02,,,,,,,80.6,77.1,,,84.2,,86.7,,,,,,,,92.6,,,,,71.6,,,,89.5,91,,,,
Israel,ISR,2021-07-03,,,,,,,80.6,77.1,,,84.2,,86.7,,,,,,,,92.6,,,,,71.6,,,,89.5,91,,,,
Israel,ISR,2021-07-04,,,,,,,80.6,77.1,,,84.2,,86.7,,,,,,,,92.6,,,,,71.6,,,,89.5,91,,,,
Israel,ISR,2021-07-05,,,,,,,80.7,77.1,,,84.2,,86.7,,,,,,,,92.7,,,,,71.6,,,,89.6,91.1,,,,
Israel,ISR,2021-07-06,,,,,,,80.7,77.1,,,84.2,,86.7,,,,,,,,92.7,,,,,71.6,,,,89.6,91.1,,,,
Israel,ISR,2021-07-07,,,,,,,80.7,77.2,,,84.2,,86.8,,,,,,,,92.7,,,,,71.7,,,,89.6,91.1,,,,
Israel,ISR,2021-07-08,,,,,,,80.7,77.2,,,84.3,,86.8,,,,,,,,92.7,,,,,71.7,,,,89.6,91.1,,,,
Israel,ISR,2021-07-09,,,,,,,80.7,77.2,,,84.3,,86.8,,,,,,,,92.7,,,,,71.7,,,,89.6,91.1,,,,
Israel,ISR,2021-07-10,,,,,,,80.7,77.2,,,84.3,,86.8,,,,,,,,92.7,,,,,71.7,,,,89.6,91.1,,,,
Israel,ISR,2021-07-11,,,,,,,80.7,77.2,,,84.3,,86.8,,,,,,,,92.7,,,,,71.7,,,,89.6,91.1,,,,
Israel,ISR,2021-07-12,,,,,,,80.7,77.2,,,84.3,,86.8,,,,,,,,92.7,,,,,71.7,,,,89.6,91.1,,,,
Israel,ISR,2021-07-13,,,,,,,80.8,77.3,,,84.3,,86.8,,,,,,,,92.7,,,,,71.8,,,,89.6,91.1,,,,
Israel,ISR,2021-07-14,,,,,,,80.8,77.3,,,84.3,,86.8,,,,,,,,92.7,,,,,71.8,,,,89.6,91.1,,,,
Israel,ISR,2021-07-15,,,,,,,80.8,77.3,,,84.3,,86.8,,,,,,,,92.7,,,,,71.8,,,,89.6,91.1,,,,
Israel,ISR,2021-07-16,,,,,,,80.8,77.3,,,84.3,,86.8,,,,,,,,92.7,,,,,71.8,,,,89.6,91.1,,,,
Israel,ISR,2021-07-17,,,,,,,80.8,77.3,,,84.3,,86.8,,,,,,,,92.7,,,,,71.8,,,,89.6,91.1,,,,
Israel,ISR,2021-07-18,,,,,,,80.8,77.3,,,84.3,,86.8,,,,,,,,92.7,,,,,71.8,,,,89.6,91.1,,,,
Israel,ISR,2021-07-19,,,,,,,80.8,77.4,,,84.4,,86.8,,,,,,,,92.7,,,,,71.9,,,,89.7,91.2,,,,
Israel,ISR,2021-07-20,,,,,,,80.9,77.4,,,84.4,,86.9,,,,,,,,92.8,,,,,71.9,,,,89.7,91.2,,,,
Israel,ISR,2021-07-21,,,,,,,80.9,77.4,,,84.4,,86.9,,,,,,,,92.8,,,,,71.9,,,,89.7,91.2,,,,
Israel,ISR,2021-07-22,,,,,,,80.9,77.4,,,84.4,,86.9,,,,,,,,92.8,,,,,71.9,,,,89.7,91.2,,,,
Israel,ISR,2021-07-23,,,,,,,80.9,77.5,,,84.4,,86.9,,,,,,,,92.8,,,,,72,,,,89.7,91.2,,,,
Israel,ISR,2021-07-24,,,,,,,80.9,77.5,,,84.4,,86.9,,,,,,,,92.8,,,,,72,,,,89.7,91.2,,,,
Israel,ISR,2021-07-25,,,,,,,80.9,77.5,,,84.4,,86.9,,,,,,,,92.8,,,,,72,,,,89.8,91.2,,,,
Israel,ISR,2021-07-26,,,,,,,81,77.5,,,84.5,,86.9,,,,,,,,92.8,,,,,72,,,,89.8,91.3,,,,
Israel,ISR,2021-07-27,,,,,,,81,77.6,,,84.5,,86.9,,,,,,,,92.8,,,,,72.1,,,,89.8,91.3,,,,
Israel,ISR,2021-07-28,,,,,,,81,77.6,,,84.5,,87,,,,,,,,92.9,,,,,72.1,,,,89.9,91.3,,,,
Israel,ISR,2021-07-29,,,,,,,81,77.6,,,84.5,,87,,,,,,,,92.9,,,,,72.1,,,,89.9,91.3,,,,
Israel,ISR,2021-07-30,,,,,,,81.1,77.7,,,84.5,,87,,,,,,,,92.9,,,,,72.2,,,,89.9,91.3,,,,
Israel,ISR,2021-07-31,,,,,,,81.1,77.7,,,84.5,,87,,,,,,,,92.9,,,,,72.2,,,,89.9,91.3,,,,
Israel,ISR,2021-08-01,,,,,,,81.1,77.7,,,84.6,,87,,,,,,,,92.9,,,,,72.2,,,,90,91.3,,,,
Israel,ISR,2021-08-02,,,,,,,81.1,77.7,,,84.6,,87,,,,,,,,92.9,,,,,72.2,,,,90,91.4,,,,
Israel,ISR,2021-08-03,,,,,,,81.1,77.7,,,84.6,,87,,,,,,,,92.9,,,,,72.2,,,,90,91.4,,,,
Israel,ISR,2021-08-04,,,,,,,81.1,77.7,,,84.6,,87.1,,,,,,,,93,,,,,72.2,,,,90.1,91.4,,,,
Israel,ISR,2021-08-05,,,,,,,81.1,77.8,,,84.6,,87.1,,,,,,,,93,,,,,72.3,,,,90.1,91.4,,,,
Israel,ISR,2021-08-06,,,,,,,81.1,77.8,,,84.6,,87.1,,,,,,,,93,,,,,72.3,,,,90.1,91.5,,,,
Israel,ISR,2021-08-07,,,,,,,81.1,77.8,,,84.6,,87.1,,,,,,,,93,,,,,72.3,,,,90.1,91.5,,,,
Israel,ISR,2021-08-08,,,,,,,81.1,77.8,,,84.6,,87.2,,,,,,,,93,,,,,72.3,,,,90.2,91.5,,,,
Israel,ISR,2021-08-09,,,,,,,81.2,77.8,,,84.6,,87.2,,,,,,,,93.1,,,,,72.4,26.2,68,,90.2,91.5,,,,
Israel,ISR,2021-08-10,,,,,,,81.2,77.9,,,84.7,,87.2,,,,,,,,93.1,,,,,72.4,26.3,68.1,,90.3,91.6,,,,
Israel,ISR,2021-08-11,,,,,,,81.2,77.9,,,84.7,,87.3,,,,,,,,93.2,,,,,72.4,26.6,68.2,,90.3,91.6,,,,
Israel,ISR,2021-08-12,,,,,,,81.2,77.9,,,84.7,,87.3,,,,,,,,93.2,,,,,72.4,26.8,68.2,,90.3,91.6,,,,
Israel,ISR,2021-08-13,,,,,,,81.2,77.9,,,84.7,,87.3,,,,,,,,93.2,,,,,72.4,26.9,68.3,,90.3,91.7,,,,
Israel,ISR,2021-08-14,,,,,,,81.3,77.9,,,84.7,,87.3,,,,,,,,93.2,,,,,72.5,27,68.3,,90.3,91.7,,,,
Israel,ISR,2021-08-15,,,,,,,81.3,78,,,84.8,,87.4,,,,,,,,93.3,,,,,72.5,27.3,68.4,,90.4,91.7,,,,
Israel,ISR,2021-08-16,,,,,,,81.3,78,,,84.9,,87.4,,,,,,,,93.3,,,,,72.5,27.6,68.5,,90.4,91.7,,,,
Israel,ISR,2021-08-17,,,,,,,81.3,78,,,84.9,,87.5,,,,,,,,93.3,,,,,72.6,27.9,68.6,,90.5,91.8,,,,
Israel,ISR,2021-08-18,,,,,,,81.3,78,,,85,,87.5,,,,,,,,93.4,,,,,72.6,28.1,68.7,,90.5,91.8,,,,
Israel,ISR,2021-08-19,,,,,,,81.4,78.1,,,85,,87.5,,,,,,,,93.4,,,,,72.6,28.6,68.8,,90.5,91.8,,,,
Israel,ISR,2021-08-20,,,,,,,81.4,78.1,,,85.1,,87.6,,,,,,,,93.4,,,,,72.6,28.7,68.9,,90.5,91.8,,,,
Israel,ISR,2021-08-21,,,,,,,81.4,78.1,,,85.1,,87.6,,,,,,,,93.4,,,,,72.7,28.8,68.9,,90.5,91.8,,,,
Israel,ISR,2021-08-22,,,,,,,81.5,78.1,,,85.2,,87.6,,,,,,,,93.4,,,,,72.7,29.1,69,,90.5,91.9,,,,
Israel,ISR,2021-08-23,,,,,,,81.5,78.2,,,85.2,,87.6,,,,,,,,93.5,,,,,72.7,29.4,69.1,,90.6,91.9,,,,
Israel,ISR,2021-08-24,,,,,,,81.6,78.2,,,85.3,,87.7,,,,,,,,93.5,,,,,72.8,29.7,69.2,,90.6,91.9,,,,
Israel,ISR,2021-08-25,,,,,,,81.6,78.2,,,85.3,,87.7,,,,,,,,93.5,,,,,72.8,29.9,69.2,,90.6,91.9,,,,
Israel,ISR,2021-08-26,,,,,,,81.7,78.3,,,85.4,,87.7,,,,,,,,93.6,,,,,72.8,30.4,69.4,,90.6,92,,,,
Israel,ISR,2021-08-27,,,,,,,81.7,78.3,,,85.4,,87.7,,,,,,,,93.6,,,,,72.8,30.5,69.4,,90.6,92,,,,
