Entity,Code,Day,0-17_fully,18-29_fully,25-49_fully,35-44_fully,45-54_fully,50-54_fully,40-49_fully,30-39_fully,25-34_fully,18-24_fully,50-59_fully,55-64_fully,60-69_fully,60-64_fully,55-59_fully,65-69_fully,70-74_fully,75+_fully,80+_fully,75-79_fully,70-79_fully,65-74_fully,12-17_fully,0-9_fully,10-19_fully,20-29_fully,12-15_fully,16-19_fully,5-11_fully,90-99_fully,80-89_fully,0-4_fully,15-17_fully,5-9_fully,10-14_fully
Croatia,HRV,2021-09-10,,,38.67,,,,,,,24.76,53.93,,66.87,,,,,,56.04,,72.82,,,,,,,,,,,0.04,5.38,0.01,0.55
Croatia,HRV,2021-09-17,,,39.39,,,,,,,25.53,54.55,,67.35,,,,,,56.29,,73.15,,,,,,,,,,,0.04,5.68,0.01,0.59
Croatia,HRV,2021-09-24,,,40.15,,,,,,,26.36,55.21,,67.85,,,,,,56.57,,73.51,,,,,,,,,,,0.04,6,0.01,0.64
Croatia,HRV,2021-10-01,,,40.86,,,,,,,27.13,55.85,,68.32,,,,,,56.83,,73.85,,,,,,,,,,,0.04,6.35,0.01,0.69
Croatia,HRV,2021-10-08,,,41.56,,,,,,,27.78,56.41,,68.75,,,,,,57.1,,74.18,,,,,,,,,,,0.04,6.73,0.01,0.75
Croatia,HRV,2021-10-15,,,42.19,,,,,,,28.42,56.93,,69.17,,,,,,57.34,,74.5,,,,,,,,,,,0.05,7.12,0.01,0.82
Croatia,HRV,2021-10-22,,,42.8,,,,,,,29.09,57.45,,69.59,,,,,,57.63,,74.84,,,,,,,,,,,0.05,7.51,0.01,0.88
Croatia,HRV,2021-10-29,,,43.59,,,,,,,29.98,58.1,,70.06,,,,,,57.93,,75.21,,,,,,,,,,,0.05,7.98,0.01,0.95
Croatia,HRV,2021-11-05,,,44.4,,,,,,,30.84,58.74,,70.53,,,,,,58.19,,75.55,,,,,,,,,,,0.05,8.49,0.01,1.04
Croatia,HRV,2021-11-12,,,45.72,,,,,,,32.06,59.85,,71.24,,,,,,58.56,,76.04,,,,,,,,,,,0.05,8.97,0.01,1.12
Croatia,HRV,2021-11-19,,,46.95,,,,,,,33.23,60.83,,71.88,,,,,,58.94,,76.51,,,,,,,,,,,0.05,9.45,0.01,1.21
Croatia,HRV,2021-11-26,,,48.05,,,,,,,34.31,61.74,,72.61,,,,,,59.39,,77.05,,,,,,,,,,,0.05,10.26,0.01,1.4
Croatia,HRV,2021-12-03,,,48.2,,,,,,,34.44,61.86,,72.72,,,,,,59.45,,77.13,,,,,,,,,,,0.05,10.35,0.01,1.42
Cyprus,CYP,2021-01-01,,,0,,,,,,,0,0,,0,,,,,,0,,0,,,,,,,,,,,,,,
Cyprus,CYP,2021-01-08,,,0,,,,,,,0,0,,0,,,,,,0,,0,,,,,,,,,,,,,,
Cyprus,CYP,2021-01-15,,,0.02,,,,,,,0,0.01,,0.03,,,,,,0.59,,0.04,,,,,,,,,,,,,,
Cyprus,CYP,2021-01-22,,,0.24,,,,,,,0.03,0.34,,0.39,,,,,,2.59,,0.42,,,,,,,,,,,,,,
Cyprus,CYP,2021-01-29,,,0.55,,,,,,,0.06,0.77,,0.72,,,,,,5.18,,0.66,,,,,,,,,,,,,,
Cyprus,CYP,2021-02-05,,,0.74,,,,,,,0.08,1.08,,1.02,,,,,,13.9,,0.84,,,,,,,,,,,,,,
Cyprus,CYP,2021-02-12,,,0.84,,,,,,,0.12,1.24,,1.18,,,,,,25.28,,1.03,,,,,,,,,,,,,,
Cyprus,CYP,2021-02-19,,,0.88,,,,,,,0.13,1.32,,1.26,,,,,,37.12,,1.18,,,,,,,,,,,,,,
Cyprus,CYP,2021-02-26,,,0.97,,,,,,,0.15,1.45,,1.37,,,,,,45.9,,1.47,,,,,,,,,,,,,,
Cyprus,CYP,2021-03-05,,,1.04,,,,,,,0.17,1.59,,1.55,,,,,,59.92,,2.51,,,,,,,,,,,,,,
Cyprus,CYP,2021-03-12,,,1.06,,,,,,,0.17,1.65,,1.61,,,,,,68.04,,4.27,,,,,,,,,,,,,,
Cyprus,CYP,2021-03-19,,,1.07,,,,,,,0.18,1.67,,1.63,,,,,,69.19,,10.16,,,,,,,,,,,,,,
Cyprus,CYP,2021-03-26,,,1.08,,,,,,,0.18,1.68,,1.71,,,,,,69.74,,15.59,,,,,,,,,,,,,,
Cyprus,CYP,2021-04-02,,,1.09,,,,,,,0.18,1.7,,3.64,,,,,,70.63,,21.04,,,,,,,,,,,,,,
Cyprus,CYP,2021-04-09,,,1.1,,,,,,,0.18,1.71,,5.36,,,,,,71.42,,26.32,,,,,,,,,,,,,,
Cyprus,CYP,2021-04-16,,,1.12,,,,,,,0.19,1.74,,9.17,,,,,,72.23,,28.94,,,,,,,,,,,,,,
Cyprus,CYP,2021-04-23,,,1.27,,,,,,,0.22,2.23,,10.36,,,,,,72.39,,29.29,,,,,,,,,,,,,,
Cyprus,CYP,2021-04-30,,,2.08,,,,,,,0.36,3.64,,15.66,,,,,,72.93,,30.51,,,,,,,,,,,,,,
Cyprus,CYP,2021-05-07,,,2.53,,,,,,,0.43,9.77,,23.16,,,,,,73.44,,31.82,,,,,,,,,,,,,,
Cyprus,CYP,2021-05-14,,,4.26,,,,,,,0.66,20.4,,29.81,,,,,,75.26,,37.54,,,,,,,,,,,,,,
Cyprus,CYP,2021-05-21,,,11.75,,,,,,,0.8,27.89,,34.98,,,,,,79.19,,57.25,,,,,,,,,,,,,,
Cyprus,CYP,2021-05-28,,,18.3,,,,,,,0.97,35.15,,44.11,,,,,,81.7,,71.64,,,,,,,,,,,,,,
Cyprus,CYP,2021-06-04,,,25.62,,,,,,,1.08,37.49,,49.19,,,,,,83.21,,77.94,,,,,,,,,,,,,,
Cyprus,CYP,2021-06-11,,,29.15,,,,,,,6.48,41.92,,58.07,,,,,,83.79,,78.95,,,,,,,,,,,,,,
Cyprus,CYP,2021-06-18,,,32.02,,,,,,,17.35,53.73,,63.21,,,,,,84.33,,80.32,,,,,,,,,,,,,,
Cyprus,CYP,2021-06-25,,,37.3,,,,,,,19.9,57.33,,66.29,,,,,,85.99,,83.3,,,,,,,,,,,,,,
Cyprus,CYP,2021-07-02,,,44.59,,,,,,,22.49,60.85,,70.41,,,,,,87.88,,86.32,,,,,,,,,,,,,,
Cyprus,CYP,2021-07-09,,,51.16,,,,,,,27.13,66.38,,77.52,,,,,,89.24,,88.32,,,,,,,,,,,,,,
Cyprus,CYP,2021-07-16,,,54.06,,,,,,,29.07,69.24,,79.34,,,,,,90,,89.38,,,,,,,,,,,,,,
Cyprus,CYP,2021-07-23,,,56.09,,,,,,,31.28,71.02,,80.85,,,,,,90.45,,90,,,,,,,,,,,,,,
Cyprus,CYP,2021-07-30,,,58.24,,,,,,,33.82,72.51,,81.84,,,,,,90.92,,90.65,,,,,,,,,,,,,,
Cyprus,CYP,2021-08-06,,,61.47,,,,,,,38.02,74.79,,83.25,,,,,,91.61,,91.49,,,,,,,,,,,,,,
Cyprus,CYP,2021-08-13,,,64.32,,,,,,,42,76.47,,84.27,,,,,,92.23,,92.2,,,,,,,,,,,,,,
Cyprus,CYP,2021-08-20,,,66.61,,,,,,,45.73,77.65,,85.06,,,,,,92.8,,92.8,,,,,,,,,,,,,,
Cyprus,CYP,2021-08-27,,,68.77,,,,,,,49.06,78.68,,85.73,,,,,,93.27,,93.34,,,,,,,,,,,,,,
Cyprus,CYP,2021-09-03,,,70.02,,,,,,,51,79.38,,86.18,,,,,,93.55,,93.68,,,,,,,,,,,,,,
Cyprus,CYP,2021-09-10,,,71.16,,,,,,,52.61,80.07,,86.67,,,,,,93.85,,94.01,,,,,,,,,,,,,,
Cyprus,CYP,2021-09-17,,,72.08,,,,,,,54.05,80.64,,87.03,,,,,,94.12,,94.25,,,,,,,,,,,,,,
Cyprus,CYP,2021-09-24,,,73.16,,,,,,,55.48,81.26,,87.49,,,,,,94.39,,94.5,,,,,,,,,,,,,,
Cyprus,CYP,2021-10-01,,,74.14,,,,,,,56.7,81.91,,87.95,,,,,,94.66,,94.76,,,,,,,,,,,,,,
Cyprus,CYP,2021-10-08,,,74.88,,,,,,,57.73,82.36,,88.29,,,,,,94.9,,95.02,,,,,,,,,,,,,,
Cyprus,CYP,2021-10-15,,,75.41,,,,,,,58.35,82.72,,88.54,,,,,,95.09,,95.21,,,,,,,,,,,,,,
Cyprus,CYP,2021-10-22,,,75.72,,,,,,,58.7,82.94,,88.7,,,,,,95.2,,95.32,,,,,,,,,,,,,,
Cyprus,CYP,2021-10-29,,,76.11,,,,,,,59.23,83.19,,88.85,,,,,,95.25,,95.45,,,,,,,,,,,,,,
Cyprus,CYP,2021-11-05,,,76.49,,,,,,,59.68,83.41,,89.01,,,,,,95.33,,95.57,,,,,,,,,,,,,,
Cyprus,CYP,2021-11-12,,,76.91,,,,,,,60.17,83.65,,89.2,,,,,,95.4,,95.65,,,,,,,,,,,,,,
Cyprus,CYP,2021-11-19,,,77.3,,,,,,,60.58,83.86,,89.36,,,,,,95.46,,95.77,,,,,,,,,,,,,,
Cyprus,CYP,2021-11-26,,,77.83,,,,,,,61.03,84.21,,89.54,,,,,,95.56,,95.88,,,,,,,,,,,,,,
Cyprus,CYP,2021-12-03,,,78.15,,,,,,,61.27,84.47,,89.64,,,,,,95.61,,95.94,,,,,,,,,,,,,,
Czechia,CZE,2021-01-01,,,0,,,,,,,0,0,,0,,,,,,0,,0,,,,,,,,,,,,,,
Czechia,CZE,2021-01-08,,,0,,,,,,,0,0,,0,,,,,,0,,0,,,,,,,,,,,,,,
Czechia,CZE,2021-01-15,,,0.01,,,,,,,0,0.01,,0.01,,,,,,0,,0,,,,,,,,,,,,,,
Czechia,CZE,2021-01-22,,,0.17,,,,,,,0.05,0.2,,0.13,,,,,,0.15,,0.06,,,,,,,,,,,,,,
Czechia,CZE,2021-01-29,,,0.54,,,,,,,0.15,0.68,,0.41,,,,,,0.37,,0.19,,,,,,,,,,,,,,
Czechia,CZE,2021-02-05,,,1.17,,,,,,,0.39,1.57,,0.99,,,,,,2.13,,0.6,,,,,,,,,,,,,,
Czechia,CZE,2021-02-12,,,1.6,,,,,,,0.56,2.26,,1.52,,,,,,9.56,,1.08,,,,,,,,,,,,,,
Czechia,CZE,2021-02-19,,,1.8,,,,,,,0.66,2.61,,1.77,,,,,,15.18,,1.36,,,,,,,,,,,,,,
Czechia,CZE,2021-02-26,,,1.93,,,,,,,0.73,2.82,,1.93,,,,,,19.51,,1.52,,,,,,,,,,,,,,
Czechia,CZE,2021-03-05,,,2.03,,,,,,,0.77,2.96,,2.05,,,,,,22.75,,1.66,,,,,,,,,,,,,,
Czechia,CZE,2021-03-12,,,2.2,,,,,,,0.85,3.24,,2.26,,,,,,27.58,,1.9,,,,,,,,,,,,,,
Czechia,CZE,2021-03-19,,,2.45,,,,,,,0.99,3.6,,2.55,,,,,,35.8,,2.27,,,,,,,,,,,,,,
Czechia,CZE,2021-03-26,,,2.82,,,,,,,1.13,4.36,,3.25,,,,,,43.56,,3.91,,,,,,,,,,,,,,
Czechia,CZE,2021-04-02,,,3.39,,,,,,,1.4,5.46,,4.11,,,,,,49.58,,9.63,,,,,,,,,,,,,,
Czechia,CZE,2021-04-09,,,3.99,,,,,,,1.75,6.56,,4.81,,,,,,53.2,,17.49,,,,,,,,,,,,,,
Czechia,CZE,2021-04-16,,,4.6,,,,,,,2.03,7.7,,5.51,,,,,,55.76,,25.61,,,,,,,,,,,,,,
Czechia,CZE,2021-04-23,,,5,,,,,,,2.26,8.34,,6.16,,,,,,57.34,,29.84,,,,,,,,,,,,,,
Czechia,CZE,2021-04-30,,,5.34,,,,,,,2.41,8.91,,6.85,,,,,,58.45,,32.72,,,,,,,,,,,,,,
Czechia,CZE,2021-05-07,,,5.54,,,,,,,2.51,9.33,,7.54,,,,,,59.47,,34.59,,,,,,,,,,,,,,
Czechia,CZE,2021-05-14,,,5.74,,,,,,,2.62,9.73,,8.14,,,,,,61.45,,36.07,,,,,,,,,,,,,,
Czechia,CZE,2021-05-21,,,6.23,,,,,,,2.83,10.64,,9.47,,,,,,64.11,,40.74,,,,,,,,,,,,,,
Czechia,CZE,2021-05-28,,,7.34,,,,,,,3.25,12.8,,13.23,,,,,,67.52,,49.83,,,,,,,,,,,,,,
Czechia,CZE,2021-06-04,,,8.67,,,,,,,3.87,15.23,,22.41,,,,,,70.77,,57.41,,,,,,,,,,,,,,
Czechia,CZE,2021-06-11,,,9.8,,,,,,,4.52,18.36,,36.74,,,,,,73.52,,63.47,,,,,,,,,,,,,,
Czechia,CZE,2021-06-18,,,11.3,,,,,,,5.21,29.88,,48.91,,,,,,75.79,,68.54,,,,,,,,,,,,,,
Czechia,CZE,2021-06-25,,,14.51,,,,,,,6.02,44.98,,56.28,,,,,,77.89,,72.74,,,,,,,,,,,,,,
Czechia,CZE,2021-07-02,,,21.2,,,,,,,7.11,53.27,,61.1,,,,,,79.84,,76.53,,,,,,,,,,,,,,
Czechia,CZE,2021-07-09,,,26.64,,,,,,,8.05,56.85,,63.52,,,,,,80.74,,78.43,,,,,,,,,,,,,,
Czechia,CZE,2021-07-16,,,33.74,,,,,,,10.74,60.07,,66.32,,,,,,81.88,,80.72,,,,,,,,,,,,,,
Czechia,CZE,2021-07-23,,,39.72,,,,,,,16.85,62.38,,68.39,,,,,,82.7,,82.21,,,,,,,,,,,,,,
Czechia,CZE,2021-07-30,,,43.42,,,,,,,24.39,63.95,,69.82,,,,,,83.29,,83.26,,,,,,,,,,,,,,
Czechia,CZE,2021-08-06,,,46.25,,,,,,,31.8,65.4,,70.98,,,,,,83.74,,84.08,,,,,,,,,,,,,,
Czechia,CZE,2021-08-13,,,48.78,,,,,,,38.48,66.96,,72.12,,,,,,84.18,,84.86,,,,,,,,,,,,,,
Czechia,CZE,2021-08-20,,,51.01,,,,,,,43.47,68.39,,73.14,,,,,,84.57,,85.55,,,,,,,,,,,,,,
Czechia,CZE,2021-08-27,,,52.83,,,,,,,47.34,69.54,,73.95,,,,,,84.89,,86.09,,,,,,,,,,,,,,
Czechia,CZE,2021-09-03,,,53.76,,,,,,,49.27,70.15,,74.35,,,,,,85.1,,86.38,,,,,,,,,,,,,,
Czechia,CZE,2021-09-10,,,54.4,,,,,,,50.62,70.58,,74.63,,,,,,85.24,,86.58,,,,,,,,,,,,,,
Czechia,CZE,2021-09-17,,,54.91,,,,,,,51.67,70.96,,74.89,,,,,,85.38,,86.77,,,,,,,,,,,,,,
Czechia,CZE,2021-09-24,,,55.34,,,,,,,52.5,71.25,,75.09,,,,,,85.48,,86.92,,,,,,,,,,,,,,
Czechia,CZE,2021-10-01,,,55.68,,,,,,,53.15,71.5,,75.26,,,,,,85.58,,87.05,,,,,,,,,,,,,,
Czechia,CZE,2021-10-08,,,56.01,,,,,,,53.74,71.73,,75.44,,,,,,85.67,,87.18,,,,,,,,,,,,,,
Czechia,CZE,2021-10-15,,,56.32,,,,,,,54.25,71.95,,75.59,,,,,,85.77,,87.3,,,,,,,,,,,,,,
Czechia,CZE,2021-10-22,,,56.65,,,,,,,54.74,72.21,,75.75,,,,,,85.85,,87.42,,,,,,,,,,,,,,
Czechia,CZE,2021-10-29,,,57.12,,,,,,,55.41,72.57,,75.95,,,,,,85.94,,87.54,,,,,,,,,,,,,,
Czechia,CZE,2021-11-05,,,57.76,,,,,,,56.35,73.05,,76.22,,,,,,86.06,,87.72,,,,,,,,,,,,,,
Czechia,CZE,2021-11-12,,,58.46,,,,,,,57.33,73.52,,76.49,,,,,,86.19,,87.9,,,,,,,,,,,,,,
Czechia,CZE,2021-11-19,,,59.33,,,,,,,58.7,74.08,,76.78,,,,,,86.34,,88.09,,,,,,,,,,,,,,
Czechia,CZE,2021-11-26,,,60.45,,,,,,,60.48,74.85,,77.21,,,,,,86.54,,88.39,,,,,,,,,,,,,,
Czechia,CZE,2021-12-03,,,60.89,,,,,,,61.2,75.14,,77.42,,,,,,86.66,,88.55,,,,,,,,,,,,,,
Denmark,DNK,2021-07-16,,,17.28,,,,,,,8.17,67.17,,92.38,,,,,,102.44,,98.48,,,,,,,,,,,0,4.89,0,0.02
Denmark,DNK,2021-08-06,,,39.11,,,,,,,49.24,88.92,,94.97,,,,,,102.81,,99.08,,,,,,,,,,,0,32.91,0,0.03
Denmark,DNK,2021-08-27,,,70.75,,,,,,,71.18,91.43,,95.86,,,,,,103.06,,99.43,,,,,,,,,,,0,61.12,0,11.27
Denmark,DNK,2021-10-01,,,81.24,,,,,,,77.02,92.54,,96.38,,,,,,103.31,,99.68,,,,,,,,,,,0,79.7,0,32.12
Estonia,EST,2021-01-01,,,0,,,,,,,0,0,,0,,,,,,0,,0,,,,,,,,,,,,,,
Estonia,EST,2021-01-08,,,0,,,,,,,0,0,,0,,,,,,0,,0,,,,,,,,,,,,,,
Estonia,EST,2021-01-15,,,0.01,,,,,,,0.01,0.01,,0.01,,,,,,0.02,,0,,,,,,,,,,,,,,
Estonia,EST,2021-01-22,,,0.25,,,,,,,0.1,0.35,,0.28,,,,,,0.08,,0.11,,,,,,,,,,,,,,
Estonia,EST,2021-01-29,,,1.03,,,,,,,0.56,1.46,,1.25,,,,,,0.25,,0.53,,,,,,,,,,,,,,
Estonia,EST,2021-02-05,,,1.54,,,,,,,0.9,2.33,,2.13,,,,,,1.58,,1.16,,,,,,,,,,,,,,
Estonia,EST,2021-02-12,,,1.78,,,,,,,1.04,2.79,,2.64,,,,,,3.24,,1.71,,,,,,,,,,,,,,
Estonia,EST,2021-02-19,,,2.06,,,,,,,1.21,3.29,,3.06,,,,,,4.19,,2.09,,,,,,,,,,,,,,
Estonia,EST,2021-02-26,,,2.5,,,,,,,1.47,4.01,,3.73,,,,,,6.91,,3.07,,,,,,,,,,,,,,
Estonia,EST,2021-03-05,,,2.78,,,,,,,1.9,4.46,,4.23,,,,,,13.57,,4.59,,,,,,,,,,,,,,
Estonia,EST,2021-03-12,,,2.94,,,,,,,1.99,4.77,,4.7,,,,,,19.17,,6.86,,,,,,,,,,,,,,
Estonia,EST,2021-03-19,,,3.03,,,,,,,2.09,4.91,,4.89,,,,,,22.45,,7.81,,,,,,,,,,,,,,
Estonia,EST,2021-03-26,,,3.14,,,,,,,2.16,5.07,,5.12,,,,,,24.99,,8.65,,,,,,,,,,,,,,
Estonia,EST,2021-04-02,,,3.24,,,,,,,2.22,5.29,,5.65,,,,,,29.13,,11.6,,,,,,,,,,,,,,
Estonia,EST,2021-04-09,,,3.42,,,,,,,2.31,5.64,,6.16,,,,,,31.2,,13.82,,,,,,,,,,,,,,
Estonia,EST,2021-04-16,,,4.13,,,,,,,2.53,7.13,,7.82,,,,,,32.08,,15.28,,,,,,,,,,,,,,
Estonia,EST,2021-04-23,,,5.16,,,,,,,2.92,8.86,,9.73,,,,,,33.33,,17.89,,,,,,,,,,,,,,
Estonia,EST,2021-04-30,,,6.71,,,,,,,4.01,11.75,,13.64,,,,,,36.64,,21.77,,,,,,,,,,,,,,
Estonia,EST,2021-05-07,,,8.17,,,,,,,4.82,15.13,,19.67,,,,,,41.5,,29.53,,,,,,,,,,,,,,
Estonia,EST,2021-05-14,,,9.1,,,,,,,5.28,16.97,,22.71,,,,,,44.74,,34.5,,,,,,,,,,,,,,
Estonia,EST,2021-05-21,,,10.86,,,,,,,6.2,19.39,,26.51,,,,,,49.52,,42.11,,,,,,,,,,,,,,
Estonia,EST,2021-05-28,,,12.91,,,,,,,8.35,22.68,,31.75,,,,,,52.79,,49.43,,,,,,,,,,,,,,
Estonia,EST,2021-06-04,,,15.08,,,,,,,10.1,26.61,,37.72,,,,,,54.69,,54.09,,,,,,,,,,,,,,
Estonia,EST,2021-06-11,,,18.16,,,,,,,12.5,33.96,,44.61,,,,,,56.84,,58.82,,,,,,,,,,,,,,
Estonia,EST,2021-06-18,,,22.4,,,,,,,14.9,43.19,,50.82,,,,,,58.42,,63.09,,,,,,,,,,,,,,
Estonia,EST,2021-06-25,,,24.47,,,,,,,16.58,46.4,,53.76,,,,,,59.02,,65.2,,,,,,,,,,,,,,
Estonia,EST,2021-07-02,,,29.81,,,,,,,18.88,49.21,,56.78,,,,,,59.83,,67.59,,,,,,,,,,,,,,
Estonia,EST,2021-07-09,,,33.68,,,,,,,24.03,50.74,,57.96,,,,,,60.33,,68.38,,,,,,,,,,,,,,
Estonia,EST,2021-07-16,,,37.09,,,,,,,28.6,52.24,,58.9,,,,,,60.68,,68.86,,,,,,,,,,,,,,
Estonia,EST,2021-07-23,,,40.35,,,,,,,33.17,53.91,,60,,,,,,61.11,,69.4,,,,,,,,,,,,,,
Estonia,EST,2021-07-30,,,42.43,,,,,,,36.01,55.2,,60.88,,,,,,61.37,,69.84,,,,,,,,,,,,,,
Estonia,EST,2021-08-06,,,44.18,,,,,,,38.13,56.42,,61.65,,,,,,61.68,,70.21,,,,,,,,,,,,,,
Estonia,EST,2021-08-13,,,45.91,,,,,,,40.37,57.73,,62.59,,,,,,62.02,,70.64,,,,,,,,,,,,,,
Estonia,EST,2021-08-20,,,47.16,,,,,,,42.45,58.72,,63.3,,,,,,62.3,,71.04,,,,,,,,,,,,,,
Estonia,EST,2021-08-27,,,48.53,,,,,,,44.72,59.78,,64.09,,,,,,62.62,,71.48,,,,,,,,,,,,,,
Estonia,EST,2021-09-03,,,50.02,,,,,,,46.73,60.87,,64.85,,,,,,62.95,,71.96,,,,,,,,,,,,,,
Estonia,EST,2021-09-10,,,51.57,,,,,,,48.9,62.05,,65.74,,,,,,63.28,,72.44,,,,,,,,,,,,,,
Estonia,EST,2021-09-17,,,53.44,,,,,,,51.52,63.43,,66.67,,,,,,63.71,,72.97,,,,,,,,,,,,,,
Estonia,EST,2021-09-24,,,55.49,,,,,,,54.49,64.92,,67.76,,,,,,64.36,,73.67,,,,,,,,,,,,,,
Estonia,EST,2021-10-01,,,56.72,,,,,,,56.35,65.81,,68.44,,,,,,64.72,,74.08,,,,,,,,,,,,,,
Estonia,EST,2021-10-08,,,57.75,,,,,,,57.98,66.52,,68.97,,,,,,65.01,,74.39,,,,,,,,,,,,,,
Estonia,EST,2021-10-15,,,58.63,,,,,,,59.27,67.17,,69.47,,,,,,65.33,,74.72,,,,,,,,,,,,,,
Estonia,EST,2021-10-22,,,59.73,,,,,,,60.59,67.96,,70.07,,,,,,65.75,,75.13,,,,,,,,,,,,,,
Estonia,EST,2021-10-29,,,60.74,,,,,,,61.92,68.72,,70.69,,,,,,66.21,,75.61,,,,,,,,,,,,,,
Estonia,EST,2021-11-05,,,61.54,,,,,,,62.89,69.33,,71.27,,,,,,66.74,,76.11,,,,,,,,,,,,,,
Estonia,EST,2021-11-12,,,62.12,,,,,,,63.58,69.85,,71.79,,,,,,67.18,,76.56,,,,,,,,,,,,,,
Estonia,EST,2021-11-19,,,62.73,,,,,,,64.23,70.36,,72.29,,,,,,67.56,,76.95,,,,,,,,,,,,,,
Estonia,EST,2021-11-26,,,63.38,,,,,,,64.91,70.89,,72.78,,,,,,68,,77.3,,,,,,,,,,,,,,
Estonia,EST,2021-12-03,,,63.71,,,,,,,65.28,71.14,,73.04,,,,,,68.23,,77.53,,,,,,,,,,,,,,
Finland,FIN,2021-01-01,,,0,,,,,,,0,0,,0,,,,,,0,,0,,,,,,,,,,,,,,
Finland,FIN,2021-01-08,,,0,,,,,,,0,0,,0,,,,,,0,,0,,,,,,,,,,,,0,,
Finland,FIN,2021-01-15,,,0,,,,,,,0,0,,0,,,,,,0,,0,,,,,,,,,,,,0,,
Finland,FIN,2021-01-22,,,0.18,,,,,,,0.03,0.16,,0.06,,,,,,0,,0,,,,,,,,,,,,0,,
Finland,FIN,2021-01-29,,,0.66,,,,,,,0.15,0.61,,0.27,,,,,,0.27,,0.06,,,,,,,,,,,,0,,
Finland,FIN,2021-02-05,,,1.51,,,,,,,0.41,1.59,,0.79,,,,,,1.9,,0.35,,,,,,,,,,,,0.01,,
Finland,FIN,2021-02-12,,,1.85,,,,,,,0.55,2.05,,1.07,,,,,,3.12,,0.57,,,,,,,,,,,,0.03,,
Finland,FIN,2021-02-19,,,1.95,,,,,,,0.59,2.18,,1.16,,,,,,3.93,,0.67,,,,,,,,,,,,0.03,,
Finland,FIN,2021-02-26,,,2.02,,,,,,,0.62,2.28,,1.23,,,,,,5.66,,0.79,,,,,,,,,,,,0.04,,
Finland,FIN,2021-03-05,,,2.03,,,,,,,0.63,2.3,,1.25,,,,,,6.42,,0.83,,,,,,,,,,,,0.04,,
Finland,FIN,2021-03-12,,,2.05,,,,,,,0.64,2.32,,1.26,,,,,,6.56,,0.84,,,,,,,,,,,,0.04,,
Finland,FIN,2021-03-19,,,2.07,,,,,,,0.65,2.34,,1.28,,,,,,6.67,,0.86,,,,,,,,,,,,0.04,,
Finland,FIN,2021-03-26,,,2.09,,,,,,,0.66,2.37,,1.3,,,,,,6.71,,0.88,,,,,,,,,,,,0.04,,
Finland,FIN,2021-04-02,,,2.11,,,,,,,0.66,2.4,,1.32,,,,,,6.84,,0.91,,,,,,,,,,,,0.04,,
Finland,FIN,2021-04-09,,,2.2,,,,,,,0.72,2.54,,1.41,,,,,,7.55,,1.04,,,,,,,,,,,,0.04,,
Finland,FIN,2021-04-16,,,2.63,,,,,,,0.94,3.18,,1.86,,,,,,11.18,,1.6,,,,,,,,,,,,0.06,,
Finland,FIN,2021-04-23,,,3,,,,,,,1.17,3.7,,2.26,,,,,,15.33,,2.2,,,,,,,,,,,,0.07,,
Finland,FIN,2021-04-30,,,3.16,,,,,,,1.27,3.95,,2.48,,,,,,18.04,,2.62,,,,,,,,,,,,0.08,,
Finland,FIN,2021-05-07,,,3.35,,,,,,,1.37,4.25,,3.04,,,,,,25.83,,3.45,,,,,,,,,,,,0.09,,
Finland,FIN,2021-05-14,,,3.62,,,,,,,1.5,4.82,,4.65,,,,,,39.5,,4.94,,,,,,,,,,,,0.1,,
Finland,FIN,2021-05-21,,,3.94,,,,,,,1.65,5.88,,7.77,,,,,,54.26,,7.32,,,,,,,,,,,,0.11,,
Finland,FIN,2021-05-28,,,4.31,,,,,,,1.82,7.4,,11.18,,,,,,67.44,,12,,,,,,,,,,,,0.13,,
Finland,FIN,2021-06-04,,,4.81,,,,,,,2,9.34,,14.43,,,,,,76.99,,20.06,,,,,,,,,,,,0.16,,
Finland,FIN,2021-06-11,,,5.28,,,,,,,2.2,10.82,,17.28,,,,,,82.59,,32.05,,,,,,,,,,,,0.2,,
Finland,FIN,2021-06-18,,,5.46,,,,,,,2.29,11.22,,18.7,,,,,,85.87,,48.47,,,,,,,,,,,,0.23,,
Finland,FIN,2021-06-25,,,5.77,,,,,,,2.45,11.86,,20.91,,,,,,87.45,,65.41,,,,,,,,,,,,0.31,,0
Finland,FIN,2021-07-02,,,6.86,,,,,,,2.96,13.95,,27.65,,,,,,88.61,,80.74,,,,,,,,,,,,0.39,,0
Finland,FIN,2021-07-09,,,8.7,,,,,,,3.82,18.2,,40.44,,,,,,89.4,,88.71,,,,,,,,,,,,0.55,,0
Finland,FIN,2021-07-16,,,10.47,,,,,,,4.7,24.7,,52.44,,,,,,89.84,,91.62,,,,,,,,,,,,0.76,,0
Finland,FIN,2021-07-23,,,12.7,,,,,,,5.8,34.86,,63.69,,,,,,90.13,,92.91,,,,,,,,,,,,1.14,,0
Finland,FIN,2021-07-30,,,15.76,,,,,,,6.75,46.52,,72.17,,,,,,90.36,,93.77,,,,,,,,,,,,1.65,,0
Finland,FIN,2021-08-06,,,20.35,,,,,,,7.63,57.11,,77.03,,,,,,90.54,,94.39,,,,,,,,,,,,2.11,,0.01
Finland,FIN,2021-08-13,,,27.01,,,,,,,8.99,66.07,,80.6,,,,,,90.71,,94.85,,,,,,,,,,,,2.69,,0.02
